연,월,일,품목,금액
2019,05,01~10,전체,12881459
2019,05,01~10,반도체,2033022
2019,05,01~10,석유제품,1073867
2019,05,01~10,철강제품,1032727
2019,05,01~10,승용차,836947
2019,05,01~10,자동차부품,588071
2019,05,01~10,무선통신기기,501190
2019,05,01~10,정밀기기,275772
2019,05,01~10,가전제품,225907
2019,05,01~10,선박,217417
2019,05,01~10,컴퓨터주변기기,197069
2019,05,01~20,전체,25497936
2019,05,01~20,반도체,4077324
2019,05,01~20,석유제품,2076792
2019,05,01~20,철강제품,1980916
2019,05,01~20,승용차,1865682
2019,05,01~20,자동차부품,1081219
2019,05,01~20,무선통신기기,908538
2019,05,01~20,선박,701900
2019,05,01~20,정밀기기,545594
2019,05,01~20,가전제품,487804
2019,05,01~20,컴퓨터주변기기,389490
2019,05,01~31,전체,45703948
2019,05,01~31,반도체,7788508
2019,05,01~31,철강제품,3895318
2019,05,01~31,승용차,3695183
2019,05,01~31,석유제품,3568497
2019,05,01~31,자동차부품,1872118
2019,05,01~31,무선통신기기,1487453
2019,05,01~31,선박,1130382
2019,05,01~31,정밀기기,961647
2019,05,01~31,가전제품,802018
2019,05,01~31,컴퓨터주변기기,647351
2019,06,01~10,전체,10215689
2019,06,01~10,반도체,1864831
2019,06,01~10,철강제품,841745
2019,06,01~10,석유제품,784212
2019,06,01~10,승용차,650388
2019,06,01~10,무선통신기기,423546
2019,06,01~10,자동차부품,408714
2019,06,01~10,정밀기기,237199
2019,06,01~10,가전제품,194677
2019,06,01~10,선박,179141
2019,06,01~10,컴퓨터주변기기,163973
2019,06,01~20,전체,27078707
2019,06,01~20,반도체,4728841
2019,06,01~20,철강제품,2206603
2019,06,01~20,승용차,2040727
2019,06,01~20,석유제품,1857571
2019,06,01~20,자동차부품,1129830
2019,06,01~20,무선통신기기,999454
2019,06,01~20,선박,911962
2019,06,01~20,정밀기기,585716
2019,06,01~20,가전제품,548801
2019,06,01~20,컴퓨터주변기기,413587
2019,06,01~30,전체,44008404
2019,06,01~30,반도체,8509573
2019,06,01~30,철강제품,3626858
2019,06,01~30,승용차,3532141
2019,06,01~30,석유제품,3060435
2019,06,01~30,선박,1888921
2019,06,01~30,자동차부품,1653017
2019,06,01~30,무선통신기기,1507277
2019,06,01~30,정밀기기,891367
2019,06,01~30,가전제품,805683
2019,06,01~30,컴퓨터주변기기,635527
2019,07,01~10,전체,13505147
2019,07,01~10,반도체,2102733
2019,07,01~10,석유제품,1212927
2019,07,01~10,철강제품,1060211
2019,07,01~10,승용차,853907
2019,07,01~10,자동차부품,621810
2019,07,01~10,무선통신기기,540844
2019,07,01~10,정밀기기,303244
2019,07,01~10,가전제품,259783
2019,07,01~10,컴퓨터주변기기,189925
2019,07,01~10,선박,183266
2019,07,01~20,전체,28230370
2019,07,01~20,반도체,4485921
2019,07,01~20,석유제품,2224994
2019,07,01~20,철강제품,2192511
2019,07,01~20,승용차,2126707
2019,07,01~20,자동차부품,1260042
2019,07,01~20,무선통신기기,1114647
2019,07,01~20,선박,873486
2019,07,01~20,정밀기기,597233
2019,07,01~20,가전제품,502954
2019,07,01~20,컴퓨터주변기기,405698
2019,07,01~31,전체,46078221
2019,07,01~31,반도체,7692400
2019,07,01~31,철강제품,3830585
2019,07,01~31,승용차,3592648
2019,07,01~31,석유제품,3590419
2019,07,01~31,자동차부품,1955456
2019,07,01~31,무선통신기기,1717063
2019,07,01~31,선박,1452668
2019,07,01~31,정밀기기,934216
2019,07,01~31,가전제품,793394
2019,07,01~31,컴퓨터주변기기,664712
2019,08,01~10,전체,11414397
2019,08,01~10,반도체,2339245
2019,08,01~10,석유제품,1141270
2019,08,01~10,철강제품,835519
2019,08,01~10,무선통신기기,690757
2019,08,01~10,자동차부품,411020
2019,08,01~10,선박,313123
2019,08,01~10,승용차,311293
2019,08,01~10,정밀기기,302658
2019,08,01~10,가전제품,192616
2019,08,01~10,컴퓨터주변기기,168126
2019,08,01~20,전체,24797946
2019,08,01~20,반도체,4736027
2019,08,01~20,석유제품,2181654
2019,08,01~20,철강제품,1838313
2019,08,01~20,무선통신기기,1378293
2019,08,01~20,승용차,1175925
2019,08,01~20,선박,1121747
2019,08,01~20,자동차부품,895345
2019,08,01~20,정밀기기,614570
2019,08,01~20,가전제품,428303
2019,08,01~20,컴퓨터주변기기,335734
2019,08,01~31,전체,44020065
2019,08,01~31,반도체,8190041
2019,08,01~31,석유제품,3612570
2019,08,01~31,철강제품,3571175
2019,08,01~31,승용차,2777454
2019,08,01~31,무선통신기기,2160921
2019,08,01~31,선박,1760365
2019,08,01~31,자동차부품,1697946
2019,08,01~31,정밀기기,1035132
2019,08,01~31,가전제품,705364
2019,08,01~31,컴퓨터주변기기,658994
2019,09,01~10,전체,15004914
2019,09,01~10,반도체,2301629
2019,09,01~10,석유제품,1272501
2019,09,01~10,철강제품,1052867
2019,09,01~10,선박,911948
2019,09,01~10,무선통신기기,819802
2019,09,01~10,승용차,817529
2019,09,01~10,자동차부품,684105
2019,09,01~10,정밀기기,364308
2019,09,01~10,가전제품,265201
2019,09,01~10,컴퓨터주변기기,187851
2019,09,01~20,전체,28540067
2019,09,01~20,반도체,4939170
2019,09,01~20,석유제품,2361977
2019,09,01~20,철강제품,2135806
2019,09,01~20,승용차,1565038
2019,09,01~20,무선통신기기,1528828
2019,09,01~20,선박,1522511
2019,09,01~20,자동차부품,1178476
2019,09,01~20,정밀기기,659311
2019,09,01~20,가전제품,489513
2019,09,01~20,컴퓨터주변기기,422907
2019,09,01~30,전체,44629053
2019,09,01~30,반도체,8675503
2019,09,01~30,석유제품,3571166
2019,09,01~30,철강제품,3407431
2019,09,01~30,승용차,2898680
2019,09,01~30,무선통신기기,2307153
2019,09,01~30,선박,1758719
2019,09,01~30,자동차부품,1706165
2019,09,01~30,정밀기기,975709
2019,09,01~30,컴퓨터주변기기,737206
2019,09,01~30,가전제품,688772
2019,10,01~10,전체,13071445
2019,10,01~10,반도체,2066177
2019,10,01~10,석유제품,991648
2019,10,01~10,철강제품,978755
2019,10,01~10,승용차,924992
2019,10,01~10,무선통신기기,797365
2019,10,01~10,자동차부품,630728
2019,10,01~10,정밀기기,288399
2019,10,01~10,가전제품,238831
2019,10,01~10,선박,230574
2019,10,01~10,컴퓨터주변기기,181882
2019,10,01~20,전체,26738387
2019,10,01~20,반도체,4605313
2019,10,01~20,승용차,1968844
2019,10,01~20,철강제품,1933026
2019,10,01~20,석유제품,1881901
2019,10,01~20,무선통신기기,1514010
2019,10,01~20,자동차부품,1130114
2019,10,01~20,선박,1059637
2019,10,01~20,정밀기기,580823
2019,10,01~20,가전제품,450804
2019,10,01~20,컴퓨터주변기기,434583
2019,10,01~31,전체,46648756
2019,10,01~31,반도체,8067974
2019,10,01~31,승용차,3594199
2019,10,01~31,철강제품,3589527
2019,10,01~31,석유제품,3380328
2019,10,01~31,무선통신기기,2335933
2019,10,01~31,자동차부품,1914345
2019,10,01~31,선박,1761556
2019,10,01~31,정밀기기,995435
2019,10,01~31,컴퓨터주변기기,880420
2019,10,01~31,가전제품,720749
2019,11,01~10,전체,11720034
2019,11,01~10,반도체,1978283
2019,11,01~10,승용차,963359
2019,11,01~10,철강제품,861212
2019,11,01~10,석유제품,850761
2019,11,01~10,무선통신기기,672841
2019,11,01~10,자동차부품,475726
2019,11,01~10,정밀기기,276314
2019,11,01~10,컴퓨터주변기기,239105
2019,11,01~10,선박,208607
2019,11,01~10,가전제품,176254
2019,11,01~20,전체,28152456
2019,11,01~20,반도체,4636690
2019,11,01~20,석유제품,2343672
2019,11,01~20,승용차,2233578
2019,11,01~20,철강제품,2056350
2019,11,01~20,무선통신기기,1337836
2019,11,01~20,자동차부품,1094360
2019,11,01~20,정밀기기,599402
2019,11,01~20,선박,590961
2019,11,01~20,컴퓨터주변기기,567760
2019,11,01~20,가전제품,432633
2019,11,01~30,전체,44040722
2019,11,01~30,반도체,7584210
2019,11,01~30,승용차,3710585
2019,11,01~30,석유제품,3493056
2019,11,01~30,철강제품,3440329
2019,11,01~30,무선통신기기,1899463
2019,11,01~30,자동차부품,1701482
2019,11,01~30,정밀기기,947632
2019,11,01~30,컴퓨터주변기기,901474
2019,11,01~30,선박,742466
2019,11,01~30,가전제품,644589
2019,12,01~10,전체,12853793
2019,12,01~10,반도체,1892971
2019,12,01~10,석유제품,985813
2019,12,01~10,철강제품,958505
2019,12,01~10,승용차,863652
2019,12,01~10,무선통신기기,621758
2019,12,01~10,자동차부품,545677
2019,12,01~10,선박,298163
2019,12,01~10,정밀기기,294614
2019,12,01~10,컴퓨터주변기기,243474
2019,12,01~10,가전제품,187980
2019,12,01~20,전체,30430219
2019,12,01~20,반도체,4577022
2019,12,01~20,철강제품,2346802
2019,12,01~20,석유제품,2339875
2019,12,01~20,승용차,2191792
2019,12,01~20,무선통신기기,1344284
2019,12,01~20,자동차부품,1230541
2019,12,01~20,선박,897617
2019,12,01~20,정밀기기,719229
2019,12,01~20,컴퓨터주변기기,605922
2019,12,01~20,가전제품,441213
2019,12,01~31,전체,45668341
2019,12,01~31,반도체,7482531
2019,12,01~31,철강제품,3732016
2019,12,01~31,승용차,3588385
2019,12,01~31,석유제품,3354128
2019,12,01~31,무선통신기기,1826730
2019,12,01~31,자동차부품,1793819
2019,12,01~31,선박,1280922
2019,12,01~31,정밀기기,1018164
2019,12,01~31,컴퓨터주변기기,927958
2019,12,01~31,가전제품,616059
2020,01,01~10,전체,13247930
2020,01,01~10,반도체,2362644
2020,01,01~10,석유제품,1069551
2020,01,01~10,철강제품,922964
2020,01,01~10,승용차,665603
2020,01,01~10,선박,579210
2020,01,01~10,무선통신기기,557307
2020,01,01~10,자동차부품,519752
2020,01,01~10,정밀기기,302740
2020,01,01~10,컴퓨터주변기기,235102
2020,01,01~10,가전제품,169677
2020,01,01~20,전체,25532422
2020,01,01~20,반도체,4656380
2020,01,01~20,석유제품,2150858
2020,01,01~20,철강제품,1932256
2020,01,01~20,승용차,1640219
2020,01,01~20,무선통신기기,1028357
2020,01,01~20,자동차부품,1017949
2020,01,01~20,선박,607326
2020,01,01~20,정밀기기,565963
2020,01,01~20,컴퓨터주변기기,491412
2020,01,01~20,가전제품,359958
2020,01,01~31,전체,43103061
2020,01,01~31,반도체,7387405
2020,01,01~31,석유제품,3418842
2020,01,01~31,철강제품,3381364
2020,01,01~31,선박,2796385
2020,01,01~31,승용차,2672693
2020,01,01~31,자동차부품,1682918
2020,01,01~31,무선통신기기,1461850
2020,01,01~31,컴퓨터주변기기,880893
2020,01,01~31,정밀기기,851669
2020,01,01~31,가전제품,541834
2020,02,01~10,전체,10614006
2020,02,01~10,반도체,1945946
2020,02,01~10,철강제품,862987
2020,02,01~10,석유제품,715008
2020,02,01~10,승용차,614395
2020,02,01~10,자동차부품,453712
2020,02,01~10,무선통신기기,450388
2020,02,01~10,정밀기기,232916
2020,02,01~10,컴퓨터주변기기,225504
2020,02,01~10,선박,207660
2020,02,01~10,가전제품,169928
2020,02,01~20,전체,26068110
2020,02,01~20,반도체,4510441
2020,02,01~20,철강제품,2179954
2020,02,01~20,석유제품,1655460
2020,02,01~20,승용차,1327845
2020,02,01~20,자동차부품,1241450
2020,02,01~20,무선통신기기,1033840
2020,02,01~20,선박,808780
2020,02,01~20,컴퓨터주변기기,622367
2020,02,01~20,정밀기기,534249
2020,02,01~20,가전제품,393670
2020,02,01~29,전체,40911819
2020,02,01~29,반도체,7599827
2020,02,01~29,철강제품,3389532
2020,02,01~29,석유제품,2768142
2020,02,01~29,승용차,2276355
2020,02,01~29,자동차부품,1744851
2020,02,01~29,무선통신기기,1500072
2020,02,01~29,선박,1389063
2020,02,01~29,컴퓨터주변기기,1050303
2020,02,01~29,정밀기기,842563
2020,02,01~29,가전제품,540950
2020,03,01~10,전체,13015395
2020,03,01~10,반도체,2391102
2020,03,01~10,철강제품,1002666
2020,03,01~10,승용차,820909
2020,03,01~10,석유제품,662173
2020,03,01~10,무선통신기기,610461
2020,03,01~10,자동차부품,595283
2020,03,01~10,정밀기기,323303
2020,03,01~10,컴퓨터주변기기,271526
2020,03,01~10,가전제품,212827
2020,03,01~10,선박,201508
2020,03,01~20,전체,30115412
2020,03,01~20,반도체,5260442
2020,03,01~20,철강제품,2329149
2020,03,01~20,승용차,2201676
2020,03,01~20,석유제품,1499008
2020,03,01~20,자동차부품,1353862
2020,03,01~20,무선통신기기,1262224
2020,03,01~20,선박,997865
2020,03,01~20,정밀기기,680400
2020,03,01~20,컴퓨터주변기기,636362
2020,03,01~20,가전제품,483019
2020,03,01~31,전체,46167204
2020,03,01~31,반도체,8971711
2020,03,01~31,승용차,3662003
2020,03,01~31,철강제품,3649043
2020,03,01~31,석유제품,2348471
2020,03,01~31,자동차부품,1870487
2020,03,01~31,무선통신기기,1763647
2020,03,01~31,선박,1394685
2020,03,01~31,컴퓨터주변기기,1118714
2020,03,01~31,정밀기기,991222
2020,03,01~31,가전제품,689925
2020,04,01~10,전체,12048450
2020,04,01~10,반도체,2063320
2020,04,01~10,철강제품,927196
2020,04,01~10,승용차,817095
2020,04,01~10,석유제품,539322
2020,04,01~10,무선통신기기,485119
2020,04,01~10,자동차부품,440071
2020,04,01~10,정밀기기,296065
2020,04,01~10,컴퓨터주변기기,263749
2020,04,01~10,가전제품,138259
2020,04,01~10,선박,129604
2020,04,01~20,전체,21308338
2020,04,01~20,반도체,3968307
2020,04,01~20,철강제품,1674257
2020,04,01~20,승용차,1436877
2020,04,01~20,석유제품,963162
2020,04,01~20,무선통신기기,821896
2020,04,01~20,자동차부품,659184
2020,04,01~20,컴퓨터주변기기,525380
2020,04,01~20,정밀기기,495234
2020,04,01~20,선박,236162
2020,04,01~20,가전제품,231982
2020,04,01~30,전체,36270183
2020,04,01~30,반도체,7377824
2020,04,01~30,철강제품,2960105
2020,04,01~30,승용차,2268579
2020,04,01~30,석유제품,1515184
2020,04,01~30,무선통신기기,1218726
2020,04,01~30,선박,1011566
2020,04,01~30,컴퓨터주변기기,987095
2020,04,01~30,자동차부품,984872
2020,04,01~30,정밀기기,788138
2020,04,01~30,가전제품,383132
2020,05,01~10,전체,6886388
2020,05,01~10,반도체,1662651
2020,05,01~10,철강제품,429107
2020,05,01~10,선박,337258
2020,05,01~10,무선통신기기,321270
2020,05,01~10,석유제품,284296
2020,05,01~10,컴퓨터주변기기,191987
2020,05,01~10,승용차,164280
2020,05,01~10,정밀기기,156979
2020,05,01~10,자동차부품,106601
2020,05,01~10,가전제품,66845
2020,05,01~20,전체,20303243
2020,05,01~20,반도체,4621117
2020,05,01~20,철강제품,1449981
2020,05,01~20,선박,924868
2020,05,01~20,무선통신기기,805943
2020,05,01~20,승용차,769822
2020,05,01~20,석유제품,717907
2020,05,01~20,컴퓨터주변기기,527217
2020,05,01~20,정밀기기,448385
2020,05,01~20,자동차부품,361387
2020,05,01~20,가전제품,287304
2020,05,01~31,전체,34854511
2020,05,01~31,반도체,8293538
2020,05,01~31,철강제품,2585971
2020,05,01~31,승용차,1730321
2020,05,01~31,선박,1546250
2020,05,01~31,무선통신기기,1259813
2020,05,01~31,석유제품,1189730
2020,05,01~31,컴퓨터주변기기,1111976
2020,05,01~31,정밀기기,710590
2020,05,01~31,자동차부품,627494
2020,05,01~31,가전제품,487614
2020,06,01~10,전체,12258491
2020,06,01~10,반도체,2285279
2020,06,01~10,철강제품,829227
2020,06,01~10,선박,776477
2020,06,01~10,무선통신기기,575325
2020,06,01~10,석유제품,558484
2020,06,01~10,승용차,409241
2020,06,01~10,컴퓨터주변기기,289210
2020,06,01~10,정밀기기,287755
2020,06,01~10,자동차부품,283023
2020,06,01~10,가전제품,247804
2020,06,01~20,전체,24978418
2020,06,01~20,반도체,4852743
2020,06,01~20,철강제품,1756668
2020,06,01~20,승용차,1290717
2020,06,01~20,선박,1189419
2020,06,01~20,석유제품,1154026
2020,06,01~20,무선통신기기,1108186
2020,06,01~20,컴퓨터주변기기,663772
2020,06,01~20,자동차부품,576924
2020,06,01~20,정밀기기,574261
2020,06,01~20,가전제품,467041
2020,06,01~30,전체,39214071
2020,06,01~30,반도체,8490845
2020,06,01~30,철강제품,2938680
2020,06,01~30,승용차,2374807
2020,06,01~30,석유제품,1682787
2020,06,01~30,무선통신기기,1499118
2020,06,01~30,선박,1337308
2020,06,01~30,컴퓨터주변기기,1164664
2020,06,01~30,자동차부품,911290
2020,06,01~30,정밀기기,859299
2020,06,01~30,가전제품,669373
2020,07,01~10,전체,13216226
2020,07,01~10,반도체,2265636
2020,07,01~10,철강제품,942106
2020,07,01~10,승용차,915833
2020,07,01~10,선박,743607
2020,07,01~10,석유제품,710426
2020,07,01~10,무선통신기기,487795
2020,07,01~10,자동차부품,410258
2020,07,01~10,컴퓨터주변기기,353181
2020,07,01~10,정밀기기,302463
2020,07,01~10,가전제품,250172
2020,07,01~20,전체,24535992
2020,07,01~20,반도체,4407373
2020,07,01~20,승용차,1822473
2020,07,01~20,철강제품,1795914
2020,07,01~20,석유제품,1313954
2020,07,01~20,선박,1294979
2020,07,01~20,무선통신기기,976045
2020,07,01~20,자동차부품,745132
2020,07,01~20,컴퓨터주변기기,635950
2020,07,01~20,정밀기기,566550
2020,07,01~20,가전제품,460327
2020,07,01~31,전체,42785144
2020,07,01~31,반도체,8116298
2020,07,01~31,승용차,3519795
2020,07,01~31,철강제품,3296948
2020,07,01~31,석유제품,2089149
2020,07,01~31,선박,1727015
2020,07,01~31,무선통신기기,1561818
2020,07,01~31,자동차부품,1428793
2020,07,01~31,컴퓨터주변기기,1085171
2020,07,01~31,정밀기기,972368
2020,07,01~31,가전제품,724026
2020,08,01~10,전체,8694299
2020,08,01~10,반도체,2179997
2020,08,01~10,철강제품,626399
2020,08,01~10,석유제품,619262
2020,08,01~10,무선통신기기,389581
2020,08,01~10,컴퓨터주변기기,272755
2020,08,01~10,정밀기기,253994
2020,08,01~10,승용차,237226
2020,08,01~10,가전제품,162502
2020,08,01~10,자동차부품,156431
2020,08,01~10,선박,12802
2020,08,01~20,전체,22886441
2020,08,01~20,반도체,4872166
2020,08,01~20,철강제품,1748478
2020,08,01~20,석유제품,1320538
2020,08,01~20,승용차,1056783
2020,08,01~20,무선통신기기,969388
2020,08,01~20,자동차부품,722418
2020,08,01~20,컴퓨터주변기기,668516
2020,08,01~20,정밀기기,602936
2020,08,01~20,가전제품,415850
2020,08,01~20,선박,339082
2020,08,01~31,전체,39469231
2020,08,01~31,반도체,8429925
2020,08,01~31,철강제품,3013791
2020,08,01~31,승용차,2459444
2020,08,01~31,석유제품,2032643
2020,08,01~31,무선통신기기,1594700
2020,08,01~31,자동차부품,1253139
2020,08,01~31,컴퓨터주변기기,1242629
2020,08,01~31,선박,1131152
2020,08,01~31,정밀기기,970031
2020,08,01~31,가전제품,659251
2020,09,01~10,전체,14918733
2020,09,01~10,반도체,3296578
2020,09,01~10,철강제품,1040348
2020,09,01~10,승용차,886057
2020,09,01~10,무선통신기기,693382
2020,09,01~10,석유제품,650457
2020,09,01~10,자동차부품,628851
2020,09,01~10,정밀기기,415056
2020,09,01~10,컴퓨터주변기기,379490
2020,09,01~10,선박,327532
2020,09,01~10,가전제품,248594
2020,09,01~20,전체,29359555
2020,09,01~20,반도체,6188315
2020,09,01~20,승용차,2170229
2020,09,01~20,철강제품,2073081
2020,09,01~20,무선통신기기,1373463
2020,09,01~20,석유제품,1255882
2020,09,01~20,자동차부품,1126856
2020,09,01~20,선박,1107522
2020,09,01~20,정밀기기,748387
2020,09,01~20,컴퓨터주변기기,723670
2020,09,01~20,가전제품,469183
2020,09,01~30,전체,47819948
2020,09,01~30,반도체,9753555
2020,09,01~30,승용차,3598873
2020,09,01~30,철강제품,3593309
2020,09,01~30,무선통신기기,2201594
2020,09,01~30,석유제품,1985270
2020,09,01~30,자동차부품,1888020
2020,09,01~30,선박,1695185
2020,09,01~30,정밀기기,1182505
2020,09,01~30,컴퓨터주변기기,1175076
2020,09,01~30,가전제품,734566
2020,10,01~10,전체,9277053
2020,10,01~10,반도체,2298206
2020,10,01~10,무선통신기기,664580
2020,10,01~10,철강제품,647812
2020,10,01~10,승용차,592113
2020,10,01~10,석유제품,409470
2020,10,01~10,자동차부품,339340
2020,10,01~10,정밀기기,222405
2020,10,01~10,컴퓨터주변기기,180714
2020,10,01~10,가전제품,129280
2020,10,01~10,선박,42954
2020,10,01~20,전체,25107953
2020,10,01~20,반도체,5161602
2020,10,01~20,철강제품,1914525
2020,10,01~20,승용차,1817602
2020,10,01~20,무선통신기기,1487133
2020,10,01~20,석유제품,1086008
2020,10,01~20,자동차부품,976080
2020,10,01~20,선박,727523
2020,10,01~20,정밀기기,589943
2020,10,01~20,컴퓨터주변기기,480212
2020,10,01~20,가전제품,373694
2020,10,01~31,전체,44818534
2020,10,01~31,반도체,8887797
2020,10,01~31,승용차,3850403
2020,10,01~31,철강제품,3413558
2020,10,01~31,무선통신기기,2454082
2020,10,01~31,자동차부품,1744560
2020,10,01~31,석유제품,1693213
2020,10,01~31,선박,1418611
2020,10,01~31,정밀기기,1020844
2020,10,01~31,컴퓨터주변기기,896232
2020,10,01~31,가전제품,629757
2020,11,01~10,전체,14113417
2020,11,01~10,반도체,2600470
2020,11,01~10,승용차,1042019
2020,11,01~10,철강제품,1021728
2020,11,01~10,무선통신기기,896640
2020,11,01~10,석유제품,672025
2020,11,01~10,선박,590920
2020,11,01~10,자동차부품,540387
2020,11,01~10,정밀기기,338838
2020,11,01~10,컴퓨터주변기기,231634
2020,11,01~10,가전제품,192795
2020,11,01~20,전체,31252979
2020,11,01~20,반도체,5648287
2020,11,01~20,승용차,2498275
2020,11,01~20,철강제품,2423813
2020,11,01~20,무선통신기기,1822165
2020,11,01~20,자동차부품,1284706
2020,11,01~20,석유제품,1260845
2020,11,01~20,선박,887510
2020,11,01~20,정밀기기,766734
2020,11,01~20,컴퓨터주변기기,555862
2020,11,01~20,가전제품,418545
2020,11,01~30,전체,45751883
2020,11,01~30,반도체,8827529
2020,11,01~30,승용차,3801074
2020,11,01~30,철강제품,3538236
2020,11,01~30,무선통신기기,2597808
2020,11,01~30,자동차부품,1820469
2020,11,01~30,석유제품,1800933
2020,11,01~30,정밀기기,1105166
2020,11,01~30,선박,978174
2020,11,01~30,컴퓨터주변기기,907357
2020,11,01~30,가전제품,593563
2020,12,01~10,전체,16190161
2020,12,01~10,반도체,2877605
2020,12,01~10,철강제품,1188223
2020,12,01~10,승용차,1054080
2020,12,01~10,무선통신기기,981189
2020,12,01~10,자동차부품,731131
2020,12,01~10,석유제품,648634
2020,12,01~10,선박,588933
2020,12,01~10,정밀기기,410910
2020,12,01~10,컴퓨터주변기기,257269
2020,12,01~10,가전제품,215216
2020,12,01~20,전체,30745327
2020,12,01~20,반도체,5784582
2020,12,01~20,철강제품,2255489
2020,12,01~20,승용차,2111741
2020,12,01~20,무선통신기기,1847128
2020,12,01~20,자동차부품,1272713
2020,12,01~20,선박,1266606
2020,12,01~20,석유제품,1207927
2020,12,01~20,정밀기기,737679
2020,12,01~20,컴퓨터주변기기,506919
2020,12,01~20,가전제품,393856
2020,12,01~31,전체,51332449
2020,12,01~31,반도체,9705310
2020,12,01~31,철강제품,3821773
2020,12,01~31,승용차,3419613
2020,12,01~31,무선통신기기,2728538
2020,12,01~31,선박,2725530
2020,12,01~31,석유제품,2192977
2020,12,01~31,자동차부품,2070125
2020,12,01~31,정밀기기,1174976
2020,12,01~31,컴퓨터주변기기,1025333
2020,12,01~31,가전제품,601557
2021,01,01~10,전체,11209293
2021,01,01~10,반도체,2356315
2021,01,01~10,선박,830432
2021,01,01~10,무선통신기기,798305
2021,01,01~10,철강제품,775039
